"","batch_2_p_val","batch_2_avg_log2FC","batch_2_pct.1","batch_2_pct.2","batch_2_p_val_adj"
"TRIB1",0.000504647538017551,-1.51939969344316,0.04,0.127,1
"ST3GAL6",0.000505845356781097,-4.39849798144475,0,0.058,1
"P2RY11",0.000505845356781097,-4.91279302571194,0,0.058,1
"KIR3DL1",0.000505845356781097,-5.88280513705262,0,0.058,1
"NT5C",0.000511360580858613,0.525823897338412,0.412,0.297,1
"CYP51A1",0.000515178994151176,0.999966671230014,0.166,0.087,1
"GET4",0.000517740546877728,-1.14507742027178,0.075,0.175,1
"ATF5",0.000522618047332254,-1.17431537431528,0.04,0.127,1
"TNRC6B",0.000523464180152036,0.573363882885503,0.457,0.353,1
"MTX2",0.000523814786370185,1.03295275385604,0.151,0.076,1
"C19orf53",0.000527523381498876,-0.398766876128555,0.442,0.615,1
"RP11-15A1.3",0.000528466522342966,2.25190306927478,0.07,0.024,1
"ACADVL",0.000530591288393655,-0.66604328689209,0.216,0.356,1
"PPIF",0.0005310626596056,-1.75950194428745,0.055,0.145,1
"NUP214",0.000531252856627933,-0.743812890286649,0.191,0.322,1
"TAOK2",0.000534948702087186,-2.3230675424534,0.01,0.077,1
"TNRC18",0.00054282657709983,-1.39989143930972,0.04,0.127,1
"ATP6V1A",0.000548310724456343,-1.39066498866015,0.05,0.14,1
"SBF2",0.000551056172904259,-0.993952460813935,0.055,0.149,1
"ATP5A1",0.000552416942437681,-0.452822886617717,0.452,0.588,1
"ACSS2",0.000552931589496626,-2.07008418802721,0.02,0.094,1
"TMEM127",0.000555680599634182,-1.31434394883067,0.055,0.148,1
"CSF2RB",0.000556007104952248,-2.44985669362952,0.02,0.093,1
"ENY2",0.00055738239974273,-0.597009137241046,0.417,0.542,1
"TRAF3",0.000558576318857405,1.23831858644539,0.176,0.097,1
"SNRPE",0.000558745792635315,-0.645108774947617,0.221,0.352,1
"MTHFD1",0.000559468975622107,1.0440808277185,0.166,0.089,1
"LAMTOR2",0.000560373780364626,-0.714017478935625,0.256,0.385,1
"FGD4",0.000560716827485266,-1.95739673414054,0.02,0.094,1
"DYM",0.000561521370278212,0.871825185657468,0.281,0.189,1
"TADA3",0.000565612522426831,-0.512026012079687,0.191,0.336,1
"HS2ST1",0.00056623847728541,1.32931397437252,0.131,0.063,1
"AIDA",0.00056826814631652,1.08606445606597,0.226,0.138,1
"DAB2",0.00056880829601996,-4.70588921903793,0,0.057,1
"CMKLR1",0.00056880829601996,-4.47370602553986,0,0.057,1
"FRY",0.00056880829601996,-4.44597164285298,0,0.057,1
"AGO4",0.000573843697814936,-2.1687204223471,0.02,0.093,1
"FRAT1",0.000574355018437307,-1.40117684579278,0.045,0.134,1
"PMAIP1",0.000579324083162435,0.554366394184585,0.533,0.417,1
"GDI2",0.000582126216492794,0.417687686328262,0.734,0.613,1
"ADD1",0.000582143789293563,0.894798958713753,0.407,0.324,1
"PRDM4",0.000582997550208866,1.27933133817916,0.131,0.063,1
"CRTAP",0.000582997947063731,-0.913418835566598,0.246,0.364,1
"PTMA",0.000585434452913413,0.134463992534441,1,1,1
"DNAJC24",0.000585840563923932,1.19175653970316,0.106,0.045,1
"UBE2D1",0.000586785712891238,-0.800316850993837,0.151,0.279,1
"MALT1",0.000588135797365367,0.899606358396255,0.286,0.19,1
"CTA-29F11.1",0.000588203511625661,-0.832813244574076,0.136,0.256,1
"HDAC7",0.000588412447465551,-0.946316281145933,0.176,0.294,1
"NDUFS8",0.00058883915547033,-0.568939742499948,0.307,0.448,1
"MRPL41",0.000593849605292106,-0.727887422938287,0.226,0.356,1
"HIVEP3",0.000597410430609011,-2.12825008930657,0.02,0.093,1
"ANKRD12",0.000598334175880451,0.47760955085707,0.588,0.502,1
"RP4-816N1.6",0.000600924020561765,1.65150847420341,0.07,0.024,1
"SIDT1",0.000606661070645653,0.760616725727406,0.216,0.124,1
"LGMN",0.000611544045245591,1.70065485870118,0.075,0.027,1
"PYURF",0.000613884720141993,-0.613168746549651,0.332,0.467,1
"RPS6KA1",0.000616334168209211,-0.610161211450095,0.236,0.37,1
"POLR2F",0.000618017591215643,-0.662339794252812,0.171,0.298,1
"TMEM8A",0.000618982678449247,-1.6288960921836,0.03,0.109,1
"ACOT9",0.000619421768031567,-0.98831917057321,0.05,0.142,1
"CBX6",0.000620009295464345,-1.30288071665532,0.055,0.147,1
"C3orf38",0.000620833653541117,1.01877911071549,0.181,0.098,1
"SYT11",0.000621364163009438,-1.47146856649207,0.02,0.094,1
"SNX27",0.000627845118357199,-0.786612170148219,0.116,0.226,1
"NID1",0.000639568116421407,-4.29850172952687,0,0.056,1
"CYP27A1",0.000639568116421407,-4.92590231348131,0,0.056,1
"ZNF106",0.000641504665010251,-0.84001619694526,0.201,0.324,1
"IP6K2",0.000649759693717915,0.831311519128234,0.226,0.136,1
"MPST",0.000650212982733215,-1.76786096227456,0.045,0.129,1
"RPA3",0.000651533765397255,0.885680018033323,0.307,0.218,1
"GCSAM",0.000651728975461332,1.49735740183758,0.09,0.036,1
"PHLDA1",0.000653749985750515,-2.41391198832893,0.025,0.099,1
"CTD-2288F12.1",0.000653981831167203,3.26257184353876,0.03,0.005,1
"CEP85L",0.000659885734188967,-1.21551907494704,0.09,0.191,1
"CCT2",0.000660914895465427,0.537543537455181,0.467,0.356,1
"GBP4",0.000661463983976802,-0.925186833623764,0.075,0.177,1
"CDC14A",0.000663148693501978,-1.04138668641366,0.09,0.194,1
"ANKRD33B",0.000664544956059874,2.28203815665602,0.04,0.009,1
"CHST7",0.000666476365049598,-2.06199197045752,0.015,0.084,1
"CSGALNACT2",0.000671504664785005,-1.05076522112805,0.095,0.2,1
"ADAMTS10",0.000672202148755028,-4.30998745878696,0.005,0.065,1
"RGS19",0.000673647977251988,-0.562095297972557,0.487,0.579,1
"FEZ2",0.000678388242355905,-1.04272209519968,0.07,0.169,1
"ARHGAP6",0.000680483254810182,2.52457158731281,0.03,0.005,1
"ATP6AP1",0.000684067401989572,-0.658137400203486,0.206,0.342,1
"SECISBP2",0.000685920204862357,0.733277479706976,0.382,0.292,1
"ZDHHC18",0.000688898658851771,-3.17538884272965,0.01,0.074,1
"ATP5C1",0.000691671855288855,-0.441783269492476,0.477,0.585,1
"MYO9B",0.000691896555268919,-0.659153216092418,0.206,0.337,1
"RALY",0.000696736350627662,-0.587577968087162,0.442,0.573,1
"ZC3H12D",0.000697505820005766,1.26260231449946,0.095,0.039,1
"RBM4B",0.000697623993401748,1.45137305249979,0.116,0.053,1
"CCDC138",0.000698020957513661,1.40198236157177,0.085,0.033,1
"GAS8",0.000699753909381236,2.23177114951922,0.035,0.007,1
"LACTB",0.000700270831450568,-1.00175204769107,0.08,0.182,1
"HCFC1",0.000700951124326378,-0.896106600563695,0.09,0.197,1
"SLC35F6",0.000701007154126521,-2.92483877198178,0.01,0.074,1
"PSMA1",0.000702512530015409,-0.565473214596683,0.347,0.493,1
"NAA38",0.000707057901224949,-0.64109661182799,0.296,0.427,1
"UBAC1",0.000714703587014026,-1.23222468961393,0.045,0.132,1
"P2RX4",0.000715464095454224,-1.67833665343493,0.045,0.128,1
"BICD1",0.000716361341674849,1.45165183869707,0.085,0.033,1
"TUFM",0.000717617359875447,-0.541076985098226,0.377,0.518,1
"LL22NC03-2H8.5",0.000718930935229118,2.07503665756384,0.06,0.019,1
"RP11-222K16.2",0.000719088206474638,-4.72206367391172,0,0.055,1
"IFIT3",0.000719088206474638,-4.67582527360038,0,0.055,1
"NSG1",0.000719088323551062,-4.46381628017409,0,0.055,1
"AC011899.9",0.000719088323551062,-4.09754635429919,0,0.055,1
"NOD2",0.000719088323551062,-4.18407142466315,0,0.055,1
"RIN2",0.000719088323551062,-4.21617261942164,0,0.055,1
"KLF13",0.000724235518804276,-0.770331390403092,0.186,0.3,1
"ALG13",0.000726297830566196,0.747961905888492,0.342,0.238,1
"PSMB2",0.000728226844572769,-0.701339307474999,0.236,0.367,1
"LINC00649",0.000734973017765867,-2.57932902143872,0.02,0.09,1
"PAM",0.000737107276188293,-2.69910603520516,0.01,0.074,1
"GTF3C6",0.0007382362990148,-0.732724412664095,0.211,0.334,1
"CAPN15",0.000738674710228596,-2.02498641331799,0.03,0.106,1
"DNAJB9",0.000739858116467501,0.738602876002123,0.367,0.265,1
"P2RX7",0.000740308224248109,-2.29239008455638,0.015,0.083,1
"LINC01138",0.000747508318129473,-1.23047206858472,0.09,0.188,1
"DECR1",0.000752246150835632,-0.592149228319939,0.276,0.406,1
"MCPH1",0.000752954209341569,1.01390043206004,0.176,0.096,1
"RFNG",0.000756637427358632,-1.7846300597644,0.015,0.083,1
"HOXB2",0.000761373720711241,-4.16676576115221,0.005,0.064,1
"GTF2H1",0.000762543153712146,0.837149573118176,0.246,0.155,1
"TTC7A",0.000762751003422665,0.945000211194092,0.251,0.162,1
"DPM3",0.000765429947759286,-0.778129473890179,0.141,0.256,1
"CACFD1",0.00077077258267922,2.32286958186853,0.05,0.014,1
"FTH1",0.000779742634040062,-1.37615617920796,1,0.997,1
"ZMYND8",0.000781209378414766,0.879813564588199,0.206,0.12,1
"TMEM25",0.000783324318009141,1.692860679255,0.06,0.019,1
"BRK1",0.000788940050399617,-0.453079853100469,0.568,0.664,1
"CHFR",0.000794580873166252,-0.980870134527451,0.101,0.205,1
"ZNF791",0.000795359318613187,1.03999941889342,0.216,0.131,1
"LASP1",0.000797487049940023,-0.776160848203018,0.226,0.354,1
"TACC3",0.000798460769021456,-0.963960358347118,0.075,0.172,1
"PPP3CA",0.000801702038620758,1.02228138617028,0.266,0.176,1
"SURF1",0.000802360115835116,-0.49415154222192,0.166,0.29,1
"AKIRIN1",0.000806518457274525,0.593511392093435,0.402,0.301,1
"TMEM167A",0.000808361430445604,-0.836396509232039,0.161,0.276,1
"CD101",0.000808451777103336,-4.05373592992493,0,0.054,1
"CCR1",0.000808451777103336,-4.38380417863386,0,0.054,1
"CHST13",0.000808451777103336,-4.13434234782654,0,0.054,1
"F13A1",0.000808451777103336,-4.72296533330495,0,0.054,1
"WSB2",0.000808451777103336,-4.17260613668657,0,0.054,1
"ATP8B4",0.000808451777103336,-4.44970200601732,0,0.054,1
"MCEMP1",0.000808451777103336,-4.96748186699486,0,0.054,1
"UPK3A",0.000808451777103336,-4.04462940657048,0,0.054,1
"CCDC159",0.000810877439226306,-1.37083562143622,0.04,0.123,1
"PWP1",0.000814846290752401,0.975540718540175,0.296,0.201,1
"GNPAT",0.000827864123539994,0.783665846628521,0.271,0.18,1
"NBPF19",0.000830872796995758,-0.755536102738377,0.111,0.224,1
"XRN2",0.000832341048355006,-0.521260099908372,0.281,0.428,1
"KARS",0.000834817028316424,-0.739998549594626,0.131,0.243,1
"ADRB2",0.000835309112071115,-0.9589668320702,0.131,0.236,1
"RFX3",0.000840836321215234,1.0115184326978,0.116,0.052,1
"DTX3",0.000843572550389402,-3.14882681234622,0.015,0.08,1
"GPR35",0.000844082270366134,-2.64728233076713,0.005,0.064,1
"CLTC",0.000849100315206516,-0.87705237582843,0.141,0.253,1
"SRSF1",0.000857395088575909,0.519415573009512,0.427,0.316,1
"COX7A2L",0.000872786813151581,-0.514777426710649,0.392,0.518,1
"MAD2L2",0.000873728453760356,-0.692042410822586,0.136,0.25,1
"EREG",0.000878466866214307,-4.47921645766464,0.005,0.063,1
"PTP4A3",0.000888384645121674,-2.05889769476018,0.03,0.104,1
"DYNLL2",0.000889946474581908,-1.09260310290855,0.075,0.17,1
"YARS",0.000892743855611532,-1.21493368629908,0.116,0.214,1
"RPPH1",0.000894179344416589,-1.26863910922031,0.07,0.165,1
"GPR155",0.000894837881678249,-1.81388257386159,0.025,0.097,1
"SKP1",0.000898302220150933,-0.308893872498898,0.744,0.815,1
"TTC24",0.000900603782941746,1.51466305731347,0.08,0.031,1
"MRPL16",0.000912524183762578,-0.527532306644406,0.161,0.285,1
"NUDT14",0.000916087137211473,-1.52314917872264,0.025,0.099,1
"CHCHD2",0.000920660149967438,-0.246664205561962,0.844,0.885,1
"C1orf220",0.000927222572352016,4.28990044717026,0.02,0.002,1
"TMEM33",0.000932743273785665,-1.03993137769706,0.07,0.163,1
"IGHV1-24",0.0009333166270614,8.17285624667638,0.02,0.002,1
"RP11-294C11.4",0.0009333166270614,3.39155425778799,0.02,0.002,1
"GCOM1",0.0009333166270614,3.64224962765836,0.02,0.002,1
"USP5",0.000934674433620181,-1.47341370443867,0.045,0.127,1
"SEC24C",0.000936672762919065,-1.29821806701065,0.065,0.155,1
"DCLRE1C",0.000939044174533952,1.22678838603863,0.181,0.105,1
"NDUFA4L2",0.000939447771605359,3.25733765261053,0.02,0.002,1
"P2RX5-TAX1BP3",0.000939447771605359,3.5302651347091,0.02,0.002,1
"TACC1",0.000940787146848774,-0.808953875419796,0.196,0.317,1
"AK5",0.000950353900477691,-1.6432765810654,0.01,0.073,1
"RP11-35G9.5",0.000951822151220218,3.09473056811923,0.02,0.002,1
"IGLV2-11",0.000951822151220218,5.0977900453369,0.02,0.002,1
"LINC-PINT",0.000955366087108287,0.762562346516597,0.352,0.258,1
"ENTPD1",0.000955488100864169,0.976429243730885,0.161,0.086,1
"GLO1",0.00096024672712142,0.896095048833787,0.332,0.242,1
"ZEB2",0.000964910207463683,-0.620187277962493,0.337,0.445,1
"ARHGAP21",0.000970889008831903,-3.07166630630374,0.01,0.071,1
"SLC9A1",0.000974615873804861,-1.07032464440137,0.04,0.123,1
"FA2H",0.000977025075695897,2.511254516618,0.02,0.002,1
"HIST1H4B",0.00097882330276784,1.42172456353794,0.08,0.031,1
"CCDC85B",0.000982298217855391,-0.538954578613144,0.497,0.639,1
"PIP5K1C",0.000984018783983736,-1.34471949364933,0.035,0.113,1
"CKAP2",0.000992408164216968,1.34065531302558,0.146,0.078,1
"UQCRFS1",0.000996495899856543,-0.526694661434529,0.407,0.532,1
"ERP29",0.000999083726961076,0.317987499518353,0.774,0.732,1
"NPC2",0.00100152113500628,-1.11867438758785,0.508,0.527,1
"MLLT3",0.00100402061828001,-1.58260774363669,0.04,0.119,1
"CTNNBIP1",0.00100432543231796,-1.44800682039108,0.07,0.158,1
"BABAM1",0.00100654291260343,-0.721433145114281,0.171,0.286,1
"WIPI1",0.0010136151565098,-1.67565665000866,0.035,0.112,1
"F5",0.00102172804712793,-4.63751814890784,0,0.052,1
"NLRC4",0.00102172804712793,-4.11792665464516,0,0.052,1
"KLRC1",0.00102172804712793,-5.7659341061882,0,0.052,1
"ABCC3",0.00102172804712793,-4.04250398587035,0,0.052,1
"KIAA1524",0.00102487699671704,2.16382476616934,0.045,0.012,1
"STRN4",0.00102553407305266,-1.98714656933704,0.02,0.089,1
"JPX",0.00102639197694497,0.965653986220726,0.261,0.171,1
"HIPK3",0.0010275752486831,-0.774008769897389,0.095,0.201,1
"ORC4",0.00102902475442111,0.803444101061712,0.201,0.117,1
"PHLDA2",0.00103019010437274,-3.6952430672823,0.005,0.062,1
"PHF1",0.00103426948693233,0.739317714319787,0.347,0.249,1
"SRD5A3",0.00103454885556907,-0.883169724849041,0.05,0.138,1
"STX16",0.00103483804082755,-0.575830652762912,0.141,0.26,1
"QKI",0.00103562120108168,-0.900654140409344,0.095,0.196,1
"SLC27A1",0.00103791480451645,-2.22720558233062,0.015,0.08,1
"NRM",0.00103931350036461,1.25313736123965,0.136,0.069,1
"RGS16",0.0010400481497309,2.00241060015068,0.095,0.041,1
"XPO4",0.00104024020852366,1.13681893128414,0.196,0.118,1
"SLC35F2",0.00105026184553075,2.23307764201072,0.045,0.012,1
"MAP2K3",0.00105056590268153,-0.731736313466471,0.261,0.388,1
"ZNF76",0.00105138389084365,1.06121442592292,0.196,0.117,1
"TOX",0.00105271379417081,-2.54536038010851,0.015,0.079,1
"THADA",0.00106213494135879,1.09034369748988,0.126,0.061,1
"NDUFAF6",0.00106325983685468,1.25241402961379,0.121,0.058,1
"C16orf70",0.00106828950698922,-2.05955753517628,0.015,0.08,1
"FIGNL1",0.00107622737275356,1.97116333840632,0.045,0.012,1
"RP11-291B21.2",0.00107868072779755,-5.38610590124486,0.005,0.061,1
"F2R",0.00108090871798365,-4.15815748516426,0.005,0.061,1
"ARHGAP10",0.00108090886530539,-4.20778340160209,0.005,0.061,1
"AGAP3",0.00108314125919157,-3.8410986557638,0.005,0.061,1
"DNAJB6",0.00109714346372003,-0.557097277665144,0.236,0.37,1
"NCALD",0.00110115452645463,-3.75403434677335,0.005,0.061,1
"ANKAR",0.00110392195246212,1.36038326431763,0.116,0.055,1
"MGMT",0.00110665129430814,0.736715194789147,0.302,0.204,1
"NDUFS2",0.00111418909770424,-0.638232021807386,0.216,0.344,1
"SLAMF6",0.00112108114798543,0.768499640185562,0.206,0.12,1
"HDAC4",0.00112151146477663,-2.28034215351685,0.015,0.079,1
"FOSL1",0.00112437487199156,-2.72770906595426,0.01,0.07,1
"KRR1",0.00112681945977497,0.805464619475502,0.266,0.174,1
"TSC22D2",0.00112892641028014,0.58243120885632,0.332,0.237,1
"PCMT1",0.00112942512135626,-0.720595426246908,0.206,0.329,1
"RAB10",0.00113335835122198,-0.647003620877071,0.271,0.391,1
"KRCC1",0.0011334289449863,0.776160984360274,0.251,0.162,1
"TTYH2",0.00113558509660231,-1.34613972617611,0.015,0.08,1
"CSRP1",0.00114128629933367,-0.917500054716542,0.121,0.223,1
"PPM1N",0.00114187414088365,-1.97156577406979,0.025,0.095,1
"DENND6B",0.00114293476417691,-2.43713720798114,0.02,0.086,1
"BLCAP",0.00114742226407079,0.914907908495701,0.286,0.206,1
"WDFY3",0.00114854737487153,-4.00163614858185,0,0.051,1
"NGFRAP1",0.00114854737487153,-4.23371677777964,0,0.051,1
"FEZ1",0.00114854737487153,-4.80100337597781,0,0.051,1
"LIPN",0.00114854737487153,-4.06188774524888,0,0.051,1
"GPR68",0.00114854737487153,-4.6431218217386,0,0.051,1
"CD300LB",0.00114854737487153,-4.37888445178615,0,0.051,1
"KIR2DL3",0.00114854737487153,-5.37286692174051,0,0.051,1
"TOR4A",0.00115224967004077,-2.10313251858998,0.015,0.079,1
"CD320",0.00115499528634447,-1.65826249515789,0.06,0.144,1
"ZNF217",0.00115925941670998,-0.70054568616969,0.126,0.235,1
"SNHG10",0.00116219958975339,1.81840574880983,0.075,0.029,1
"FBXO32",0.00116281757533778,-2.38587512184584,0.02,0.086,1
"NAP1L4",0.00117502777671531,-0.704094739314612,0.216,0.344,1
"DLEU1",0.00118158633387475,1.31881955966827,0.095,0.041,1
"ITPKB",0.00118666899850471,-1.29700782690032,0.065,0.152,1
"TEX264",0.00119584904280151,-0.738099116275556,0.201,0.321,1
"CYCS",0.00121492821125373,0.507649422709198,0.623,0.564,1
"MAP3K5",0.00122905799187665,-1.85253282827022,0.035,0.109,1
"CTDSP2",0.00123283867279204,-0.829260297188401,0.151,0.262,1
"EVI2B",0.00123379196977612,0.508631294052746,0.608,0.542,1
"NSUN4",0.0012351210899763,1.17773776648953,0.156,0.084,1
"SCAI",0.00123741512114603,1.08038176895487,0.131,0.065,1
"MAF",0.00123909328584266,-3.6511056787316,0.005,0.06,1
"BAIAP2",0.00124414128071036,-2.35536863856052,0.01,0.07,1
"USP12",0.00125805112766703,1.09773081441625,0.216,0.137,1
"MRPL36",0.00126477822443016,-0.914708535121459,0.085,0.181,1
"GDE1",0.00127084386206306,-1.30917070895766,0.075,0.164,1
"MARK4",0.00127265447589012,-3.20047957658064,0.005,0.06,1
"TOP3B",0.00127887465883903,1.25454552516735,0.116,0.055,1
"CACNA2D4",0.00128314860612017,-3.16651504134288,0.005,0.06,1
"IARS",0.00128526438611791,0.820138802243553,0.241,0.153,1
"MYCBP2",0.00128835586365917,0.523697605299342,0.482,0.408,1
"PHF6",0.00128976249144798,1.13115298448619,0.146,0.077,1
"ASGR2",0.00129106334393676,-4.44941528049013,0,0.05,1
"CEACAM3",0.00129106334393676,-4.07126085910818,0,0.05,1
"NDUFB4",0.00129766458303643,-0.398178688427872,0.477,0.6,1
"OAZ1",0.001303579402665,-0.529908594390541,0.945,0.941,1
"SCAMP2",0.00130617470838365,-0.650923633691594,0.266,0.389,1
"PTMS",0.00130792240187704,-3.77503951350485,0.01,0.068,1
"TRIP12",0.00131392189722419,-0.752068299697923,0.136,0.244,1
"CMTM8",0.00131511214793313,-2.94856639523039,0.005,0.06,1
"TMOD3",0.00131988513426799,-0.615419594812644,0.196,0.32,1
"IFI44",0.00132675422565499,-2.62132172037893,0.01,0.069,1
"GALC",0.00132841167421245,-1.65448368952139,0.03,0.102,1
"TJP2",0.00133956523577042,-2.65092721937559,0.005,0.06,1
"ERAP1",0.00133962429263289,-0.799781839702187,0.065,0.155,1
"C16orf13",0.0013431693390057,-0.580457619328843,0.286,0.422,1
"PHC3",0.001343308943657,0.923653490424557,0.276,0.191,1
"TMEM141",0.00134594027469077,-0.726236732150208,0.156,0.268,1
"TES",0.00135383599457913,-0.780553007407299,0.281,0.39,1
"GRSF1",0.00135546876898919,-0.608017871797702,0.261,0.387,1
"EIF2AK4",0.00135727192127745,-1.26419742123486,0.07,0.156,1
"NDRG1",0.00136122627404916,-1.60917305719595,0.045,0.123,1
"AC005037.3",0.00136504517598505,1.31320920674449,0.085,0.035,1
"ICAM4",0.00136864599572581,-3.67459373129647,0.005,0.059,1
"GSS",0.00137131937403282,-1.33455059375138,0.05,0.13,1
"RNF7",0.00137268956601068,-0.554161606250257,0.362,0.497,1
"GUSB",0.00138342294735252,-0.717958553546597,0.176,0.292,1
"CANX",0.00138790866411301,-0.528545778521984,0.392,0.529,1
"RP11-542M13.3",0.00139347201513811,2.01898554382731,0.04,0.01,1
"NAF1",0.00139867365541989,1.0816534882159,0.166,0.093,1
"YWHAE",0.00139916849610837,-0.81757276088276,0.216,0.328,1
"COX14",0.00140288686242026,-0.443321166954805,0.296,0.432,1
"DTWD2",0.00140428017446282,2.03223663628553,0.05,0.015,1
"RBM15",0.00140530511687004,1.46286296432074,0.106,0.049,1
"GSTM3",0.00141440867635557,-3.16391949908788,0.005,0.059,1
"LUC7L3",0.0014223532851603,0.595243114777037,0.412,0.32,1
"SMAP1",0.00142236765232284,-0.741543131114916,0.211,0.33,1
"ZNF529",0.0014246808030801,1.7234033921905,0.085,0.036,1
"SIVA1",0.00143667386272544,-0.589387878266695,0.286,0.412,1
"GNAI3",0.00143877701279799,-0.638963560971921,0.221,0.339,1
"RP11-553L6.5",0.0014457281910714,1.69604011887899,0.04,0.01,1
"ZNF416",0.0014457281910714,1.81988220149249,0.04,0.01,1
"LYPLAL1",0.00144989578180148,1.43189282384177,0.141,0.076,1
"TSPAN2",0.00145122133178312,-4.44467735595465,0,0.049,1
"FASLG",0.00145122133178312,-4.7987538531459,0,0.049,1
"PLB1",0.00145122133178312,-3.86559084917118,0,0.049,1
"DBN1",0.00145122133178312,-4.5959930909585,0,0.049,1
"KLRC4",0.00145122133178312,-4.67191668308939,0,0.049,1
"RNASE2",0.00145122133178312,-4.35364107162424,0,0.049,1
"RAB27B",0.00145122133178312,-4.56081026853458,0,0.049,1
"COL6A2",0.00145122133178312,-4.83775454628475,0,0.049,1
"RNF24",0.00145857711432461,-1.73496699734885,0.03,0.101,1
"MYL6B",0.00146296202916485,1.23808068516712,0.08,0.032,1
"EIF4B",0.00146710691614656,0.335029077757959,0.784,0.707,1
"WWP1",0.00146724745415686,-1.24451470917045,0.065,0.152,1
"MIB2",0.00148634303281736,-1.20244547654495,0.116,0.207,1
"SOWAHD",0.00149929757384255,1.58591787392643,0.085,0.036,1
"HNRNPLL",0.00151359112409918,-1.69458080110108,0.03,0.1,1
"AL157902.3",0.00151635453862177,4.70643561682311,0.01,0,1
