"","batch_2_p_val","batch_2_avg_log2FC","batch_2_pct.1","batch_2_pct.2","batch_2_p_val_adj"
"TMEM209",8.11368557007335e-05,1.02599343311674,0.186,0.092,1
"ADAM10",8.33479246066948e-05,-0.984257719855379,0.181,0.323,1
"RPS16",8.35382416603329e-05,0.147540878223714,0.995,0.994,1
"GRASP",8.4521684147804e-05,1.08987513977933,0.216,0.118,1
"MANBA",8.55836791830952e-05,0.89764734978685,0.372,0.265,1
"FBXO6",8.60853603591118e-05,-1.7894804022269,0.03,0.126,1
"TRGC1",8.61970655857479e-05,-5.28330498596573,0,0.073,1
"KLRK1",8.61970655857479e-05,-5.05000288132724,0,0.073,1
"PFKFB4",8.61970798132559e-05,-4.68898172237253,0,0.073,1
"TPPP3",8.61970798132559e-05,-4.67311044369038,0,0.073,1
"RETN",8.61970798132559e-05,-5.41871360869568,0,0.073,1
"ELMO2",8.63694573361569e-05,-2.17016256417052,0.025,0.118,1
"HEG1",8.72738986402633e-05,-3.73757912446006,0.01,0.091,1
"HIST3H2A",8.83685821590423e-05,-2.21143195644559,0.04,0.139,1
"TMEM204",8.89530966042652e-05,-2.5994163175372,0.025,0.116,1
"ZNF711",8.92439819704538e-05,3.17564060550053,0.035,0.005,1
"RIC1",8.92955349510307e-05,1.1025664846205,0.271,0.169,1
"MYBL2",9.02291283426661e-05,4.09882166250231,0.025,0.002,1
"DYNLRB1",9.0362570288646e-05,-0.731375674604839,0.307,0.462,1
"DBI",9.10485092307817e-05,-0.47835286809556,0.528,0.671,1
"ASRGL1",9.13460350946108e-05,-2.84750198096578,0.005,0.083,1
"IGHJ4",9.15076974313268e-05,4.31490296616541,0.025,0.002,1
"CCDC144NL-AS1",9.15076974313268e-05,3.52211686288944,0.025,0.002,1
"RPS27L",9.17891350184876e-05,-0.647223628368332,0.332,0.496,1
"LY86-AS1",9.21533808445575e-05,3.44642373468867,0.025,0.002,1
"RP11-111A22.1",9.21533808445575e-05,3.8053834363295,0.025,0.002,1
"NBEAL1",9.22441508178433e-05,0.566415761368037,0.714,0.642,1
"ARID1A",9.29236769868849e-05,-1.01937764884186,0.161,0.299,1
"GPT2",9.34576784869802e-05,2.74119878262563,0.025,0.002,1
"PNN",9.60475630281143e-05,0.551949833824175,0.543,0.416,1
"NHSL2",9.70563206405576e-05,-4.77071871633549,0,0.072,1
"C1QA",9.70563366450692e-05,-6.2529921245646,0,0.072,1
"GSR",9.73424035860342e-05,-1.46394504219506,0.05,0.158,1
"FANCL",9.76214212636858e-05,2.11839904442841,0.055,0.013,1
"ROR1",0.000101662740444552,5.01406347856161,0.015,0,1
"TNR",0.000101662740444552,4.87548311815464,0.015,0,1
"RP11-553K8.2",0.000101662740444552,5.1558299765488,0.015,0,1
"CAPN14",0.000101662740444552,5.02060746844206,0.015,0,1
"AC007386.2",0.000101662740444552,5.34223905208671,0.015,0,1
"IGKV5-2",0.000101662740444552,7.41347849428395,0.015,0,1
"IGKV3D-7",0.000101662740444552,5.68477960833563,0.015,0,1
"AC092667.2",0.000101662740444552,4.90587906604425,0.015,0,1
"APBB2",0.000101662740444552,5.79688813355958,0.015,0,1
"RP11-13P5.1",0.000101662740444552,4.87190364327946,0.015,0,1
"RAPGEF5",0.000101662740444552,5.79796042002841,0.015,0,1
"STEAP1B",0.000101662740444552,5.13479410120378,0.015,0,1
"RP11-159H10.3",0.000101662740444552,5.40758170331439,0.015,0,1
"ARHGAP20",0.000101662740444552,4.8133908561116,0.015,0,1
"DENND5B-AS1",0.000101662740444552,4.99526064199719,0.015,0,1
"RP11-474P2.6",0.000101662740444552,5.17369109931985,0.015,0,1
"RP11-588H23.3",0.000101662740444552,3.90627088448019,0.015,0,1
"C14orf132",0.000101662740444552,5.1455820103243,0.015,0,1
"BUB1B",0.000101662740444552,4.3402433040241,0.015,0,1
"PCSK6",0.000101662740444552,5.64307302280378,0.015,0,1
"AC104024.1",0.000101662740444552,4.31584662194026,0.015,0,1
"EFCAB5",0.000101662740444552,4.8765267879602,0.015,0,1
"CHAD",0.000101662740444552,5.32262981379009,0.015,0,1
"SCN4A",0.000101662740444552,5.49669459432512,0.015,0,1
"AC012123.1",0.000101662740444552,4.56840573336523,0.015,0,1
"RP1-148H17.1",0.000101662740444552,5.02979187957096,0.015,0,1
"MYBPC2",0.000101662740444552,5.25621939892859,0.015,0,1
"CTD-3073N11.9",0.000101662740444552,4.96683850537181,0.015,0,1
"IGLV2-5",0.000101662740444552,7.75685624507292,0.015,0,1
"SHISA8",0.000101662740444552,5.0619619939496,0.015,0,1
"AP001059.7",0.000101662740444552,5.05493408858071,0.015,0,1
"H2AFV",0.000103022066506395,-0.643955457262629,0.327,0.482,1
"FHOD1",0.000103600029661589,-3.36724955982025,0.015,0.098,1
"QDPR",0.000103642501910145,-2.14803847448543,0.04,0.137,1
"UBIAD1",0.000104383300590024,1.25594997907654,0.191,0.1,1
"MAP4K2",0.00010491255367606,0.952700822118057,0.296,0.188,1
"ST14",0.00010620251804554,1.6883371302087,0.095,0.034,1
"IGHV5-51",0.000107382161415961,5.9448607975614,0.05,0.011,1
"IGLV3-21",0.000107442357712734,6.4855282081031,0.04,0.007,1
"KIF22",0.000107506904904866,-1.48121511318157,0.095,0.21,1
"C7orf31",0.000108238670614911,1.32516701892978,0.121,0.049,1
"SLIRP",0.000108823049518402,-0.802223458197089,0.216,0.363,1
"TK2",0.000109048020411555,-3.04999655479711,0.01,0.09,1
"PTGS2",0.000109271773758415,-5.00250875028685,0,0.071,1
"RBX1",0.000109319616667869,-0.631615307193359,0.387,0.541,1
"PIGS",0.000109447367717502,-1.42994944156558,0.08,0.193,1
"RNF181",0.000110147830299634,-0.747812140919893,0.307,0.455,1
"ARHGEF3",0.000110563084156653,-0.926784583385993,0.106,0.232,1
"MACF1",0.000111242140997124,-0.754039712984429,0.307,0.454,1
"VTI1B",0.000112018238208242,-0.995195999512946,0.146,0.28,1
"ADAMTS6",0.000112719289231282,2.15424112759616,0.05,0.011,1
"NDUFS7",0.000114037655213937,-0.640768646892476,0.372,0.52,1
"SLC15A3",0.000114702369108687,-2.18641604200635,0.025,0.116,1
"GRAMD1A",0.000114962421919756,-0.697783107282386,0.171,0.323,1
"CECR1",0.000116261563820615,-0.940580457543131,0.221,0.364,1
"RCBTB1",0.000116506718158602,1.54667674119502,0.131,0.057,1
"PLCG1",0.000118330931843088,-1.37442559396408,0.06,0.17,1
"LUC7L",0.000118553807910262,0.736137131073023,0.317,0.201,1
"LMF2",0.000120041620064838,-1.06348506161129,0.101,0.223,1
"SLAMF7",0.000120073036471363,-2.07314609098513,0.035,0.13,1
"PTCH2",0.000121207496561691,-1.15710648480446,0.186,0.316,1
"DNAJB1",0.000121820404178532,-0.790908318048759,0.497,0.626,1
"CSNK1G2",0.000122487294924664,-1.15515069902048,0.085,0.207,1
"MICAL2",0.00012301152131119,-4.88106338160726,0,0.07,1
"ARHGEF10L",0.000123011541557871,-4.58250266283812,0,0.07,1
"KIZ",0.000123587697783092,1.0806661693615,0.186,0.094,1
"MORC3",0.000123812862610516,0.984827488977262,0.281,0.175,1
"DPP4",0.000125121607476101,-3.6808112205333,0.01,0.088,1
"CDIPT",0.000125208996438677,-0.902281652783041,0.166,0.306,1
"AMN",0.000126224664359805,2.3299558390432,0.045,0.009,1
"OAZ2",0.000126857473883673,-1.30115682136322,0.09,0.21,1
"AP000769.1",0.000127425494886213,0.611077999742691,0.492,0.366,1
"UBE2E3",0.000127533622464767,-1.02871844715802,0.141,0.269,1
"SERP1",0.000128970215312751,-0.391144156460807,0.819,0.845,1
"ARHGEF2",0.000129435898536275,0.740564562898089,0.352,0.233,1
"ITPK1",0.000131215160855173,-1.20270994963088,0.065,0.176,1
"TUBB6",0.000131372343292473,2.54912882900079,0.07,0.021,1
"RP5-1098D14.1",0.000132363741645998,4.28741225148901,0.02,0.001,1
"PSD3",0.000132363741645998,4.59442170696744,0.02,0.001,1
"IGHV3-64",0.000132363741645998,7.08095064420097,0.02,0.001,1
"RP11-817O13.9",0.000132363741645998,4.69922737007969,0.02,0.001,1
"SLC44A2",0.000133213164609595,0.503233493413928,0.548,0.425,1
"AK8",0.000133445632971206,4.16120027484738,0.02,0.001,1
"AKAP6",0.000133445632971206,4.38961870838859,0.02,0.001,1
"MAPKAPK2",0.000133707392181339,-1.38505243247676,0.05,0.154,1
"IGKV1D-43",0.000134535852285545,4.25943265974006,0.02,0.001,1
"AC008697.1",0.000134535852285545,3.78798166375093,0.02,0.001,1
"ZNF667",0.000134535852285545,4.10676632435603,0.02,0.001,1
"PLAGL2",0.000134982471931373,-2.34338041367709,0.02,0.106,1
"CEP78",0.000136060196696967,-2.10876031161876,0.065,0.167,1
"SCLT1",0.000136924768200938,-0.985631021065415,0.146,0.279,1
"C19orf24",0.000137201484653321,-0.57902392934507,0.216,0.37,1
"SEMA4A",0.00013760953489053,-1.38459754794998,0.045,0.146,1
"USP20",0.000137673217563129,-1.57480735513046,0.035,0.13,1
"IMPDH1",0.000137711607224836,-1.08466211738411,0.161,0.287,1
"UBE2R2",0.000138116097447043,-0.89877134957437,0.085,0.21,1
"NMUR1",0.000138464534184454,-5.37362776321634,0,0.069,1
"HBEGF",0.000138464534184454,-5.03682086668553,0,0.069,1
"SIRPB2",0.000138464534184454,-4.63182908976887,0,0.069,1
"TNFSF14",0.000138464534184454,-5.05324942998178,0,0.069,1
"TTN-AS1",0.000139902020318741,1.47205289124846,0.116,0.047,1
"DDHD2",0.000142019964218709,1.10305659338275,0.166,0.08,1
"RPS6KA4",0.000142224159006686,-1.29334261356176,0.095,0.215,1
"ITM2A",0.000142797819174724,-1.76691349423275,0.08,0.188,1
"ZNF274",0.000142889657674139,0.951369935485046,0.216,0.119,1
"CPD",0.000143285690664666,-2.1400518597993,0.035,0.128,1
"SOCS5",0.000143386920621879,1.6024930362879,0.095,0.035,1
"FLYWCH2",0.000143795351370533,-1.43749054353344,0.06,0.166,1
"TNFSF8",0.000143800587581444,-2.77125656620206,0.01,0.088,1
"SLC50A1",0.000145018708932416,1.07593357998512,0.251,0.152,1
"ADM",0.000145703291292311,-4.1019778170801,0.01,0.087,1
"SKIL",0.000147146845923909,0.716123816906794,0.447,0.336,1
"NDUFB9",0.0001473005162868,-0.461382886577563,0.437,0.614,1
"RNF141",0.000149935582976548,0.972803579363598,0.276,0.174,1
"SETD5",0.000151497729396891,0.769182099108473,0.342,0.229,1
"NDUFB11",0.000151820622814219,-0.508019767952801,0.523,0.657,1
"CBR1",0.000153280511210568,-0.98576709022856,0.09,0.21,1
"SAR1A",0.000153861733294101,-1.21079375434101,0.07,0.183,1
"ZNF626",0.000154388070629391,1.62022926607103,0.085,0.029,1
"SPECC1",0.000154442965135497,-2.31702176836618,0.015,0.097,1
"ANKRD37",0.000155728545883933,1.29866363927357,0.146,0.068,1
"OASL",0.000155842943693716,-5.0620193603198,0,0.068,1
"GOLGA7",0.000157722605194814,-0.745937684607396,0.191,0.333,1
"ZDHHC21",0.000158569139565362,1.31282070335577,0.146,0.068,1
"GLTP",0.000158973411539588,-0.887616766328474,0.136,0.266,1
"PLEC",0.000161823132847069,-0.790719440627419,0.186,0.325,1
"NOTCH1",0.000162711323941574,-2.07418670694315,0.025,0.113,1
"SESN3",0.000163968451260811,0.966407737784189,0.231,0.133,1
"FDFT1",0.000164540980650556,0.64503243498754,0.467,0.352,1
"MIS12",0.000164630835289132,1.09343624504136,0.156,0.075,1
"UBE2L6",0.000165419582322952,-0.705867520416068,0.302,0.439,1
"DAAM1",0.00016568060834569,1.46787352026223,0.111,0.044,1
"CNTRL",0.000166005156914419,0.711405076016019,0.387,0.274,1
"MOV10",0.000166479395230232,-2.27854532914044,0.015,0.096,1
"VIMP",0.000170044945678771,-0.791801811242577,0.151,0.291,1
"PRDM1",0.00017103160305164,-2.57048374770675,0.03,0.117,1
"CPT1A",0.000172042264372667,-1.40892995977485,0.04,0.137,1
"FAM50A",0.000172636172708382,-0.814879573177182,0.196,0.34,1
"EPHX2",0.000173026759530284,-3.06184096090332,0.015,0.094,1
"ZNF737",0.000174095377966947,1.32933281969324,0.151,0.072,1
"CPSF6",0.000174749481467753,0.830866254896653,0.352,0.241,1
"MS4A4A",0.000175385129561819,-4.43668512789441,0,0.067,1
"SCP2",0.000175386238365017,-0.634802648025269,0.266,0.42,1
"CTD-3138B18.5",0.000177551539200432,-3.22911371645506,0.005,0.077,1
"PDE3B",0.000179197469068163,-1.74155645749496,0.06,0.161,1
"PPP1R7",0.000180942077278536,-0.696005523801261,0.186,0.332,1
"NEIL2",0.000182486875470262,1.32636065293191,0.106,0.041,1
"RP11-511P7.5",0.000182666678084307,1.18697805742017,0.131,0.057,1
"IRF1",0.000182685681927798,-0.48663808531518,0.568,0.668,1
"ZNF14",0.000184281208622723,2.29706641668892,0.055,0.014,1
"PRR5L",0.000188145632089091,-2.74517750299591,0.01,0.086,1
"PTK2",0.000188558017764143,1.77647775812912,0.09,0.033,1
"EIF3A",0.000188680705755432,-0.655970680041698,0.367,0.5,1
"SDCBP",0.000189177051765771,-0.886365050369925,0.266,0.399,1
"MT-ND6",0.000189993741507951,0.293606863495336,0.864,0.784,1
"ZMYM6NB",0.000190261347440345,-1.04275253057199,0.121,0.246,1
"MPC1",0.000191298992665059,-0.97083657328722,0.146,0.274,1
"PTPN1",0.000191544126348886,0.68727802108016,0.402,0.288,1
"MGST3",0.000191771565540034,-0.653752442172477,0.266,0.417,1
"ABLIM1",0.000193088702695609,0.5583202010328,0.392,0.255,1
"PCBP1",0.000194373753452714,-0.302316106891766,0.899,0.896,1
"FAM195A",0.000195334384146727,-1.29781199252183,0.08,0.191,1
"EPC1",0.000197236381503101,0.387062421750023,0.648,0.564,1
"AATBC",0.000197358842806645,-4.3509701755724,0,0.066,1
"FNBP1L",0.000199024922218448,4.04300634433817,0.03,0.004,1
"PET100",0.00019923222891084,-0.620183395805287,0.271,0.426,1
"EDF1",0.000199265332110819,-0.359764924165432,0.709,0.807,1
"IGKV1-8",0.000202414561151097,6.48277333684566,0.03,0.004,1
"NME2",0.000203960856122475,-0.368093205235204,0.673,0.771,1
"PTPN6",0.000205192481773829,0.340240054920606,0.769,0.639,1
"TRBC2",0.000205523359439476,0.185596741324603,0.683,0.492,1
"RASSF5",0.000206121080069753,-0.733579223873188,0.347,0.484,1
"NPHP1",0.000208184747908846,3.23170142905253,0.03,0.004,1
"RP11-246A10.1",0.000208184747908846,2.71748144763503,0.03,0.004,1
"FANCD2",0.000208599920475044,1.92623501868947,0.065,0.019,1
"FAM120A",0.000209018454295633,-0.742494125800501,0.121,0.25,1
"FNIP2",0.000212539709913802,-2.0258538499825,0.005,0.076,1
"KATNBL1",0.000219620828615526,1.01059670897896,0.236,0.139,1
"AC093818.1",0.000221535912470109,1.57501474906966,0.101,0.039,1
"CCL4L2",0.00022206484899646,-6.64114697517918,0,0.065,1
"IL10RB-AS1",0.00022206484899646,-4.42861193710495,0,0.065,1
"PDCD4",0.00022440539431142,0.629495765958306,0.503,0.386,1
"RP11-670E13.6",0.000225597893795228,-2.92258868649291,0.01,0.084,1
"CTD-3074O7.5",0.00022680351749635,1.45525530475904,0.101,0.039,1
"FKBP15",0.000227689693921874,-1.40081455430577,0.06,0.163,1
"SLC3A2",0.000229130585604822,-0.636696845350804,0.261,0.42,1
"LPXN",0.0002296082234963,-0.937533362958141,0.161,0.291,1
"COX4I1",0.000233606859944894,-0.230929346027499,0.94,0.965,1
"ICAM2",0.000238025136979224,-0.496035821544323,0.332,0.486,1
"DDX5",0.000240454468660235,0.244408189729591,0.995,0.977,1
"HEXIM1",0.000240749037265823,-0.767174369857573,0.106,0.229,1
"LAMP1",0.000243721615669086,-0.55698912844125,0.452,0.598,1
"MIOS",0.000244836441693534,1.4728169368318,0.166,0.086,1
"CD96",0.000252133605166062,-1.05190549580525,0.161,0.279,1
"NAIP",0.000253654405101042,-1.44965259239051,0.075,0.182,1
"ZNF154",0.000254085929954084,2.03247421153805,0.05,0.012,1
"PDE4DIP",0.000254939185542335,0.947574810775061,0.186,0.097,1
"ANAPC15",0.000255626310049425,-0.884862048929673,0.121,0.246,1
"KDM7A",0.000256840229315167,1.11381584880566,0.186,0.1,1
"SSR2",0.000257070413380542,-0.391782065995141,0.688,0.777,1
"NUFIP2",0.000258030808345083,-0.841803659984378,0.201,0.339,1
"NCOA1",0.000258606077890679,-1.57641970575909,0.07,0.171,1
"NINJ2",0.000260947208007977,-2.8355211485334,0.005,0.074,1
"PRMT9",0.000261252487324382,1.10928333822718,0.251,0.154,1
"RGS3",0.000262449618265629,-1.6753356739577,0.055,0.152,1
"METTL16",0.000263453591351939,1.18078360316882,0.161,0.081,1
"ZDHHC14",0.000264199837460779,2.54252966193531,0.045,0.01,1
"UTP18",0.00026426596333489,0.948559410164612,0.256,0.158,1
"PDIA3",0.000265186639902203,-0.657206581046334,0.558,0.658,1
"EXOC3",0.000265244936699043,-2.38550252960885,0.025,0.107,1
"KLK1",0.000266285551378425,3.17442114439911,0.035,0.006,1
"RP11-473M20.9",0.000266536211109061,-4.00466768035757,0.005,0.073,1
"ADD2",0.00026758215792124,3.15703399213252,0.035,0.006,1
"TNKS",0.00026768028329065,1.1199496023975,0.166,0.084,1
"FOXO3",0.000268700451987116,-1.47779793001268,0.07,0.172,1
"PPP2R5A",0.000269215173483699,-1.14607662410536,0.121,0.236,1
"PAPOLA",0.000269605494403216,0.596092064738364,0.523,0.45,1
"PDLIM7",0.00027137051462869,-2.2279429746827,0.02,0.1,1
"PIF1",0.00027682546932377,2.81899838227325,0.035,0.006,1
"XIST",0.00027760484972735,-0.65246796377205,0.357,0.484,1
"SLC2A3",0.000277818589227198,0.420594649480998,0.663,0.562,1
"PHC2",0.000278785235273843,-2.60430683954322,0.01,0.083,1
"PLEKHG2",0.000279384188090191,-1.89924904498127,0.04,0.131,1
"RP11-355B11.2",0.000279425770750793,1.38147239285988,0.116,0.049,1
"HDLBP",0.00028020825168267,-0.686885833322706,0.166,0.298,1
"RP11-102N12.3",0.000280877778938396,2.59821265442874,0.035,0.006,1
"CYP1B1",0.000281066811165043,-5.04507951924973,0,0.063,1
"RBM47",0.000282214783228857,-2.08567839088443,0.035,0.122,1
"EIF3E",0.000284134456795214,0.24876040842184,0.834,0.722,1
"TOLLIP",0.000284435388300434,-0.844534482609777,0.101,0.219,1
"AHR",0.000284594664369995,-1.30762279954317,0.085,0.195,1
"RYBP",0.000284733306677123,-1.97573056544676,0.02,0.1,1
"LMAN2",0.000285030615310009,-0.503491663749924,0.312,0.478,1
"TSPYL5",0.000286367365585371,2.4119304406722,0.035,0.006,1
"FAM118A",0.000286709580873373,-1.41270612135718,0.065,0.167,1
"HTRA2",0.000287767055240996,0.998679462066733,0.186,0.099,1
"ZNF772",0.000287818070837824,2.52846995887727,0.04,0.008,1
"DYNC1H1",0.000287901630846847,-0.794489606210125,0.221,0.357,1
"ERO1B",0.000290149719716406,1.01812010526869,0.191,0.104,1
"MCFD2",0.000291444147136464,1.13388434649245,0.166,0.085,1
"RP11-1000B6.3",0.000292499131403133,-0.918433421073827,0.146,0.272,1
"C2CD2L",0.000292813347050444,-4.29840646550221,0.005,0.072,1
"CTDNEP1",0.000294681124841477,-1.26463503095582,0.08,0.187,1
"PABPC1L",0.000296809600930069,1.87008632672257,0.101,0.041,1
"RP11-51J9.5",0.000297321221999826,-1.93469078355126,0.045,0.136,1
"PSMB9",0.000297718544504934,-0.445845125427551,0.623,0.729,1
"SLX1A",0.00029774823595423,-3.72470506716528,0.005,0.072,1
"CTC-378H22.2",0.000299330628840397,2.24916564298883,0.04,0.008,1
"NAP1L1",0.000299474954241443,-0.696427544232381,0.518,0.61,1
"AFF4",0.000299865724311179,0.557405442764708,0.457,0.352,1
"MRPL20",0.000300100639405918,-0.749970264955152,0.251,0.385,1
"NMRK1",0.000300764012258929,-1.23034589683191,0.101,0.209,1
"MIR22HG",0.000301040997409091,-1.09344275696047,0.07,0.178,1
"ADAP2",0.000301319612539213,-1.45756829738074,0.06,0.159,1
"SH3BP2",0.000302363883705164,-0.748230356313279,0.206,0.344,1
"TGFBR1",0.000303945374561057,-2.68186978396759,0.015,0.09,1
"PFKFB3",0.000305393072614765,-2.04226214999334,0.025,0.107,1
"C11orf98",0.000306105838830478,-0.965448662603908,0.166,0.289,1
"ATHL1",0.000308771348900233,-1.25011745535457,0.07,0.172,1
"PTOV1",0.000312072904470644,0.783814382381157,0.342,0.241,1
"NPIPB11",0.000316056894695788,1.58309728786376,0.06,0.017,1
"MMP23B",0.000316168606251035,-5.11656100829636,0,0.062,1
"IL1RN",0.000316168606251035,-4.90948012102672,0,0.062,1
"LATS2",0.000316296994389738,-3.26771109010134,0.005,0.072,1
"DEGS1",0.000319111584979652,1.02381016260437,0.286,0.194,1
"TGFBR2",0.000321272447305667,0.613838291505413,0.467,0.37,1
"IL18",0.000324284349166185,-3.09707430932981,0.005,0.072,1
"ARHGAP25",0.000325373809136755,0.552184976388661,0.417,0.302,1
"TRG-AS1",0.000326029961146337,-2.90111655200471,0.01,0.081,1
"MYCBP",0.000327161367701344,-0.834528038782828,0.08,0.193,1
"NDUFAF3",0.00032773336873537,-0.660789938765498,0.251,0.394,1
"VPS25",0.000328816415951891,-1.46396509488041,0.065,0.164,1
"DAD1",0.00032924576102963,-0.556611569109155,0.447,0.599,1
"AC245100.1",0.000329869165011901,1.07877423907235,0.201,0.113,1
"GNPTAB",0.000331557422445543,-1.37684356225627,0.116,0.226,1
"UHRF2",0.000331568673936424,0.920887869640033,0.241,0.147,1
"LGALS9",0.000332425314142447,-0.918838128190822,0.231,0.349,1
"RP11-596C23.2",0.000334108346151912,1.53728107256021,0.131,0.06,1
"RALGPS1",0.000334693431379016,1.99283898537564,0.07,0.023,1
"CRBN",0.000335212412399545,-0.726593384290429,0.226,0.358,1
"BCKDK",0.00033522402802704,-1.34989269225088,0.07,0.173,1
"CHD1L",0.000341387671560834,0.999840101624279,0.221,0.129,1
"DNAJC5",0.000342140318167871,-1.51834327899173,0.055,0.15,1
"RPP30",0.000342410687105178,1.08421983498311,0.201,0.114,1
"RER1",0.000343241981501224,-0.512756353834791,0.256,0.412,1
"CCS",0.000345005237215638,0.776986171189745,0.357,0.255,1
"MLKL",0.00034736931141968,-1.95244271524217,0.025,0.105,1
"PLPPR2",0.0003503650368615,-3.56243290067238,0.005,0.071,1
"RP11-81H14.2",0.000351493270527937,-3.35847469587694,0.02,0.095,1
"SATB1",0.000352007648710814,-0.979152037069656,0.186,0.31,1
"PEPD",0.000352035049032724,-0.7559476321576,0.141,0.268,1
"RP11-83A24.2",0.000354075855459834,1.40789783735605,0.131,0.061,1
"SULT1B1",0.00035562530380093,-4.67173613165794,0,0.061,1
"TMEM176A",0.00035562530380093,-4.84439504298538,0,0.061,1
"LINC00937",0.00035562530380093,-5.08783793015272,0,0.061,1
"PDE4A",0.00035562530380093,-4.51915569904589,0,0.061,1
"MLC1",0.00035562530380093,-4.85978869241088,0,0.061,1
"RBM6",0.000356873301849448,0.639586970904013,0.392,0.28,1
"EXOSC4",0.000359343503445485,-1.53850192600784,0.045,0.135,1
"STAC3",0.000361107291659692,-2.03404675191329,0.015,0.09,1
"ARRDC1",0.000367148678063981,-0.71759660226397,0.191,0.326,1
"CTD-3252C9.4",0.000372614644312584,-1.28951765666997,0.111,0.222,1
"MT-ND2",0.00037323378020504,-0.297473391698224,0.995,0.988,1
"PRDX3",0.00037591114147221,-0.864515537265255,0.146,0.271,1
"ECD",0.000378955794402835,0.871393314766064,0.291,0.189,1
"BOLA3",0.00038686825085352,-1.16255015723974,0.065,0.165,1
"RFTN1",0.000393756147350517,0.899302277188666,0.317,0.217,1
"FAM210B",0.000395347209245555,-1.74712107683723,0.035,0.12,1
"CDK5RAP3",0.000395626303566068,0.546409478908706,0.452,0.349,1
"CCSER1",0.000395763704179292,2.87628412382386,0.05,0.013,1
"MXD1",0.000399027330655062,-0.916349540874863,0.146,0.27,1
"GLMP",0.000399269780390652,-1.69428297611574,0.045,0.134,1
"GPR141",0.000399974923957132,-4.78097356765641,0,0.06,1
"SHTN1",0.000399974923957132,-4.34956487673158,0,0.06,1
"CD163",0.000399974923957132,-4.8508671065523,0,0.06,1
"CPNE2",0.000399974923957132,-4.69751413653687,0,0.06,1
"CEACAM4",0.000399974923957132,-4.34354379886482,0,0.06,1
"ATG2A",0.000401647823082242,-1.35291401247607,0.06,0.157,1
"MGEA5",0.000401944429924192,0.630733887249287,0.412,0.308,1
"LAP3",0.000402443268871093,-0.921693149277229,0.136,0.261,1
"FOSB",0.000403470767949461,-0.415935858729428,0.889,0.902,1
"RBM3",0.000403700265660882,-0.290042443644966,0.744,0.838,1
"ORAI1",0.000406224505221676,-0.830173735358137,0.151,0.275,1
"AP1M1",0.000406401109347953,-0.616749903131742,0.261,0.398,1
"COA3",0.000415227662206852,-0.717090232324784,0.146,0.273,1
"H2AFJ",0.000421031662512287,-0.686062628174811,0.226,0.352,1
"AC092580.4",0.000424469008175865,-3.87638481079171,0.005,0.069,1
"TXN2",0.000424889092608567,-0.650596763910041,0.221,0.359,1
"SMIM3",0.000425353290342072,-3.71524623216804,0.005,0.069,1
"TRPV2",0.000425835125650142,-1.02998327715726,0.121,0.235,1
"THOC3",0.000425970007799509,0.870367012293509,0.261,0.164,1
"UTP6",0.000434264982344832,0.989291159078041,0.261,0.167,1
"CAMTA2",0.00043501749475993,-1.36080152712935,0.045,0.135,1
"RPS28",0.000437380134580077,0.109516796541848,1,0.999,1
"NFATC1",0.000441089290581048,1.16836676443626,0.246,0.157,1
"PRKRA",0.000442324975729619,0.925234109363467,0.226,0.135,1
"NRP2",0.000442803802855249,3.80865414922968,0.025,0.003,1
"RP11-474I16.8",0.000445459393010079,4.07239823020222,0.025,0.003,1
"ST6GALNAC4",0.000446844055611311,1.17093400704789,0.116,0.05,1
"RPL26",0.000448392720524705,0.104292876285515,0.995,0.999,1
"DST",0.000449821908438316,-4.49460528196372,0,0.059,1
"ZBTB7A",0.000452966679936343,-0.760875980223603,0.176,0.299,1
"IGKV1D-8",0.000453515622286659,6.28456290316606,0.025,0.003,1
"GINM1",0.000453651657898872,0.758002262311834,0.291,0.192,1
"PDZD8",0.000456421058636684,-1.77603313692414,0.025,0.105,1
"UBASH3A",0.00045781278924526,-3.53316753985369,0.01,0.077,1
"SYNPO2",0.000458961758813482,3.19971143326605,0.025,0.003,1
"JAM3",0.000458961758813482,3.21093728021046,0.025,0.003,1
"EIF4E2",0.000459659551369964,-0.821022809710725,0.196,0.319,1
"CLK4",0.000462519883240771,0.954953790819576,0.231,0.139,1
"KLHL5",0.000464562338966775,1.42569357653963,0.111,0.048,1
"ATG4C",0.000468521488325352,1.3021768498936,0.151,0.077,1
"AL022341.3",0.000470037589389293,2.39643058341578,0.025,0.003,1
"RP11-273G15.2",0.000472845246567057,2.51240428247131,0.025,0.003,1
"TMBIM6",0.000476591027515141,-0.407331803661913,0.673,0.757,1
"MNT",0.000478553391132455,-1.61677678130362,0.02,0.096,1
"PPM1L",0.000480172814030945,-2.58432429948886,0.01,0.078,1
"CHMP5",0.000481791622506439,-0.695207014212411,0.146,0.275,1
"RAP1A",0.000485023466690951,-0.570945432027656,0.412,0.528,1
"HELLS",0.000485778285109927,1.88165912813661,0.06,0.018,1
"TRERF1",0.000486397166635541,-2.94289941645853,0.015,0.085,1
"RIMKLB",0.000495046387647616,1.48814571549086,0.085,0.032,1
"TAGLN2",0.000495454748929426,0.374779883311861,0.804,0.759,1
"CREB5",0.000495945758358151,-3.1546947950244,0.01,0.077,1
"HIPK1",0.000499511885838154,-1.63409787607934,0.055,0.146,1
"EIF4EBP1",0.000502030261007909,-0.821860901272591,0.126,0.246,1
