"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"S100A10",0.115947871740596,-0.284130077070022,0.786,0.728,1
"TMEM222",0.116018041195931,0.415695680123767,0.123,0.091,1
"AKAP1",0.116172697086239,0.585605332266347,0.044,0.025,1
"SCAPER",0.116291757646071,0.361711950602186,0.127,0.094,1
"ADORA2A-AS1",0.116338979702868,-1.26816540674789,0.008,0.024,1
"TYW1",0.116341471483951,0.662532492676641,0.063,0.041,1
"POLH",0.116449918452716,0.64407776339187,0.044,0.025,1
"TTC13",0.11645194614501,0.575734245716601,0.075,0.051,1
"NUDT9",0.116553335870262,0.526014033636578,0.075,0.051,1
"CTD-3185P2.1",0.11663534287238,1.47210059398913,0.024,0.011,1
"ZGLP1",0.116663688797504,-1.18705040862095,0.008,0.024,1
"CPEB4",0.116685545388813,-0.674133036917821,0.044,0.071,1
"SRP19",0.116800187867879,-0.361419672524682,0.202,0.247,1
"KLC2",0.116866724618339,0.64624122151807,0.044,0.025,1
"RSAD2",0.116872679291523,1.05665303960412,0.028,0.014,1
"PIP5K1C",0.116969619685756,-0.994245026602855,0.028,0.051,1
"PLXNA3",0.117130972698891,1.04550410498015,0.048,0.029,1
"HNRNPC",0.117228958252654,-0.122165635997084,0.647,0.659,1
"USP48",0.117355856861522,0.337359714571035,0.167,0.13,1
"NAB2",0.117420789981635,0.994340775294089,0.028,0.014,1
"CRLS1",0.117494233857568,-0.435233272206478,0.079,0.114,1
"KLRC2",0.117603941245488,0.954533143109184,0.028,0.014,1
"PCGF1",0.117632349502732,-0.946989410631774,0.028,0.051,1
"CARF",0.117696202940515,0.760226207578876,0.056,0.035,1
"AAAS",0.117706651730583,0.579612903358651,0.091,0.064,1
"CARD19",0.117761868584199,-0.264366495303861,0.127,0.171,1
"MRPS18B",0.117777776729968,0.286003054256509,0.262,0.215,1
"SOCS7",0.117787316629985,0.866628619986503,0.028,0.014,1
"PRNP",0.117801344983107,-0.410812398429847,0.179,0.22,1
"USP36",0.117991755857203,0.395511335267053,0.127,0.094,1
"ANO9",0.118023664749916,0.555774355502506,0.06,0.037,1
"PRKCI",0.118046828704485,0.412940865077022,0.056,0.034,1
"HEG1",0.118059940718844,-0.430370400149117,0.02,0.041,1
"SUPT6H",0.118142303780839,0.220114566232742,0.139,0.103,1
"MINA",0.118226403497084,-0.931470965484207,0.036,0.06,1
"B3GALNT2",0.118244313267895,1.18002297816629,0.024,0.011,1
"TMEM63A",0.11831975459927,0.424413121042287,0.19,0.151,1
"PDCD2",0.118456409790836,0.19792862295221,0.325,0.274,1
"CDC26",0.118579896562391,0.199395600848862,0.258,0.209,1
"EP400",0.118718018430459,0.583273399065671,0.123,0.092,1
"SKIV2L2",0.118827823459084,0.649348428915403,0.119,0.089,1
"RP11-70P17.1",0.119016668971771,-2.40857802255596,0,0.01,1
"IL12RB2",0.119016668971771,-2.69961704059383,0,0.01,1
"FAM177B",0.119016668971771,-2.83690189486838,0,0.01,1
"MFSD2B",0.119016668971771,-2.23535060250337,0,0.01,1
"RP11-301O19.1",0.119016668971771,-2.48506610472495,0,0.01,1
"MYO7B",0.119016668971771,-2.49667027770286,0,0.01,1
"AC009506.1",0.119016668971771,-1.8143633120762,0,0.01,1
"ZNF804A",0.119016668971771,-1.96285651098577,0,0.01,1
"RAPH1",0.119016668971771,-2.27882907988221,0,0.01,1
"CTDSPL",0.119016668971771,-2.90359130001175,0,0.01,1
"CCRL2",0.119016668971771,-2.1717708996378,0,0.01,1
"HYAL3",0.119016668971771,-2.49955828648713,0,0.01,1
"B3GNT5",0.119016668971771,-2.55317754982141,0,0.01,1
"CCSER1",0.119016668971771,-2.15637145421946,0,0.01,1
"GPM6A",0.119016668971771,-2.54488204899419,0,0.01,1
"CTC-428H11.2",0.119016668971771,-2.37604820916889,0,0.01,1
"ZNF449",0.119016668971771,-1.94698167862325,0,0.01,1
"SLITRK4",0.119016668971771,-1.84029075921303,0,0.01,1
"PKHD1L1",0.119016668971771,-2.52666600508446,0,0.01,1
"CCDC26",0.119016668971771,-1.81882745728449,0,0.01,1
"RP11-661A12.7",0.119016668971771,-2.51002756360902,0,0.01,1
"NR6A1",0.119016668971771,-2.28718163520267,0,0.01,1
"LINC00294",0.119016668971771,-2.78256918978203,0,0.01,1
"RP11-809N8.4",0.119016668971771,-2.11413491354817,0,0.01,1
"RAB39A",0.119016668971771,-2.12011329128228,0,0.01,1
"RP11-318E3.9",0.119016668971771,-2.43014179197715,0,0.01,1
"RP11-536K7.3",0.119016668971771,-2.49676784872601,0,0.01,1
"AC079630.4",0.119016668971771,-2.40351022870711,0,0.01,1
"KRT7",0.119016668971771,-1.9831995610564,0,0.01,1
"AMDHD1",0.119016668971771,-2.38664131292602,0,0.01,1
"RP11-87C12.2",0.119016668971771,-2.33859927250714,0,0.01,1
"DPF3",0.119016668971771,-2.61198073842863,0,0.01,1
"RP11-1070N10.3",0.119016668971771,-2.58271864755006,0,0.01,1
"IGHG2",0.119016668971771,-3.14593737751074,0,0.01,1
"IGHV3-23",0.119016668971771,-2.56698594734511,0,0.01,1
"GOLGA8Q",0.119016668971771,-2.5820576938318,0,0.01,1
"AQP9",0.119016668971771,-2.775734080887,0,0.01,1
"TNFRSF17",0.119016668971771,-2.64795934568271,0,0.01,1
"CETP",0.119016668971771,-2.37824714813743,0,0.01,1
"CPNE7",0.119016668971771,-2.56074960683986,0,0.01,1
"RP11-138I1.4",0.119016668971771,-2.05000802203114,0,0.01,1
"RP11-1055B8.9",0.119016668971771,-2.18145489132606,0,0.01,1
"PTK6",0.119016668971771,-2.6151010682342,0,0.01,1
"YJEFN3",0.119016668971771,-2.54927242212925,0,0.01,1
"TSHZ3",0.119016668971771,-2.53241099752008,0,0.01,1
"TRPM4",0.119016668971771,-1.94597238389764,0,0.01,1
"ZNF417",0.119016668971771,-2.07481950699498,0,0.01,1
"RP3-467N11.1",0.119039198487196,1.49786591927412,0.02,0.009,1
"PRDM10",0.119039198487196,1.47650553871914,0.02,0.009,1
"RAD52",0.119055300576509,1.3377072926148,0.024,0.011,1
"TMEM117",0.119077233308701,0.794205704385617,0.028,0.014,1
"CWC22",0.119243864088765,0.341650317711329,0.139,0.104,1
"MEGF6",0.119258727032519,1.25254438266059,0.024,0.011,1
"THBS3",0.11926781396642,1.373704037231,0.02,0.009,1
"MAP3K5",0.11930206719372,-0.851642529641812,0.028,0.051,1
"TRMT10C",0.119412837744009,0.272087461221459,0.187,0.145,1
"RAD51C",0.119434936049477,0.306313943286685,0.103,0.072,1
"CCDC30",0.119447798909763,0.893479936735754,0.028,0.014,1
"TFG",0.11945887483366,0.322452607720541,0.167,0.127,1
"MPI",0.119627227799705,0.35307460125396,0.103,0.073,1
"C11orf63",0.119633432740841,0.764234328508622,0.028,0.014,1
"POLR2D",0.119688859955062,0.287587258498293,0.123,0.09,1
"FAM103A1",0.11974200662077,-0.313888927352723,0.107,0.146,1
"TOE1",0.11991822475166,-0.95950491219847,0.02,0.04,1
"RP11-355B11.2",0.119955725092754,1.33404948304473,0.02,0.009,1
"SNTB2",0.120044936209241,0.56344024180324,0.052,0.031,1
"LGMN",0.120191665270927,0.829824273972234,0.028,0.014,1
"CSK",0.120260391263856,-0.259852776982091,0.413,0.452,1
"SPRY1",0.12034534766405,0.281193717887016,0.032,0.017,1
"NEMP2",0.12044353211836,1.08250394832297,0.04,0.023,1
"CLSTN3",0.12044353211836,0.927120485837344,0.04,0.023,1
"EXOSC1",0.120480177298958,-0.396524852801753,0.135,0.177,1
"PIGK",0.120522653208019,0.419894324379275,0.091,0.064,1
"AZIN1-AS1",0.120646739627315,1.19451122428984,0.02,0.009,1
"HERPUD2",0.120647691066342,0.194963366968217,0.266,0.22,1
"LRRFIP2",0.120703702420257,-0.384811918746384,0.087,0.124,1
"MTFR1L",0.120768918784844,-0.343684901589557,0.06,0.091,1
"TRIM65",0.120807235879443,0.534436005324629,0.063,0.041,1
"ZNF616",0.120895958732291,1.05770814675796,0.024,0.011,1
"RFT1",0.120931421654837,-0.854849143020398,0.02,0.04,1
"ST3GAL2",0.121117744255794,0.485294611463442,0.099,0.071,1
"ASTE1",0.121396972533441,0.5269774890176,0.075,0.051,1
"TRIM41",0.121412241948209,0.545372348263877,0.083,0.057,1
"PSPC1",0.121447634442999,0.233261368203756,0.179,0.139,1
"DYRK4",0.121669027533511,0.657564691546042,0.087,0.061,1
"NDUFA3",0.1217031222567,-0.214509828939051,0.623,0.64,1
"GIT2",0.121873145716838,-0.327086112430724,0.187,0.233,1
"C3orf18",0.121928126257827,0.894112290650692,0.024,0.011,1
"SLC16A10",0.121928126257827,1.26046445319545,0.024,0.011,1
"ABAT",0.122026055638686,-1.6927467294632,0.012,0.029,1
"FZD3",0.12203811164205,1.08365209825143,0.02,0.009,1
"FAH",0.122123475795109,-0.703492458525922,0.016,0.035,1
"ZNF841",0.122135384073771,0.916050806768467,0.024,0.011,1
"FN3K",0.122271221627839,0.972566818147191,0.02,0.009,1
"ZADH2",0.122464001857747,-0.825125585938728,0.036,0.06,1
"ARMC2",0.122504679461327,0.745675472749936,0.02,0.009,1
"TMOD2",0.122709235853729,0.745736724712842,0.04,0.023,1
"DMTN",0.122738485443886,1.00610089182347,0.02,0.009,1
"ANKRD36",0.122745662944509,0.250366586330002,0.099,0.069,1
"RP13-188A5.1",0.12278532340884,-1.77258389153007,0.012,0.029,1
"SDHA",0.122956548449466,0.324899559592789,0.258,0.217,1
"STX5",0.123128210116003,-0.396728712535185,0.167,0.212,1
"GCNT4",0.123203421576884,0.593453402620687,0.028,0.014,1
"NRG2",0.123207143060711,0.994701254547118,0.02,0.009,1
"HPS6",0.123235590704092,-0.842686361615025,0.02,0.04,1
"EDF1",0.123308812110322,-0.1342346040593,0.833,0.825,1
"AP1B1",0.123329887514802,-0.661684915762362,0.067,0.098,1
"BCL9",0.123384718994879,0.627567799977226,0.024,0.011,1
"SLC19A2",0.12344199529672,0.749520251148869,0.02,0.009,1
"POLI",0.123548287583335,-1.53356236279684,0.012,0.029,1
"BAIAP2",0.123622930129082,-0.795214089868974,0.02,0.04,1
"TTI1",0.123722141252289,0.746038270938826,0.048,0.029,1
"MAD1L1",0.123901954562248,0.340306498104056,0.218,0.179,1
"AC245100.1",0.123936257594051,0.285457873191752,0.159,0.122,1
"MPC2",0.124124370523338,0.18440380084267,0.294,0.243,1
"ARL6IP6",0.124135895765647,0.346654978500909,0.179,0.141,1
"ZNF266",0.124303655125946,0.367202545548497,0.095,0.067,1
"F2R",0.124311779209925,0.675138064405188,0.056,0.035,1
"SMIM8",0.124324378895257,0.511460192751809,0.091,0.064,1
"RP13-1032I1.7",0.124356521682406,0.491217116859188,0.075,0.051,1
"SFMBT2",0.124478623915313,-0.608583073441075,0.016,0.035,1
"ADAMTS6",0.124644009306635,0.868687427479887,0.024,0.011,1
"SYT5",0.124731237901694,0.451344240015855,0.028,0.014,1
"TRRAP",0.124754488669616,0.587866296894761,0.056,0.035,1
