"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TMEM205",0.0010298038547035,-0.560871901884184,0.137,0.223,1
"DPH1",0.00102982514647247,-0.623722921017107,0.075,0.142,1
"SNTB1",0.00103168226707658,1.37466272755842,0.105,0.058,1
"MTAP",0.00103369198466268,-0.987007563955975,0.032,0.082,1
"SUV39H2",0.00103831565134444,2.58472862108232,0.025,0.005,1
"EWSR1",0.00104347057803225,0.425305668694672,0.506,0.501,1
"MIR22HG",0.00104365836526567,-0.298417624915444,0.09,0.165,1
"STARD9",0.0010445968767184,1.8962909059412,0.047,0.017,1
"RNF114",0.00104632364129467,-0.251796713239694,0.242,0.368,1
"MSRA",0.00104821836292003,-0.424870483237529,0.08,0.151,1
"RREB1",0.00104832813994931,-0.614613967852967,0.055,0.114,1
"DHX15",0.00104944788547504,-0.162721317320095,0.157,0.259,1
"KLHL21",0.00105178526012506,-0.928144894675949,0.04,0.093,1
"ELFN1-AS1",0.00105417979216424,3.70365914848912,0.017,0.002,1
"KRT72",0.00105478732631734,2.4150457918132,0.035,0.01,1
"CUL5",0.00105646157733804,-0.432153108410751,0.112,0.193,1
"ENO2",0.00106587646242462,-1.17068415562627,0.017,0.059,1
"UBE2N",0.00106707775701987,0.718554500450977,0.382,0.359,1
"RP11-260M2.1",0.00107005922502801,3.17003293691411,0.017,0.002,1
"BFSP1",0.00107005922502801,3.07721536609873,0.017,0.002,1
"ZFC3H1",0.00107483181819426,-0.377438430828393,0.165,0.259,1
"ZNF524",0.00107593367892576,-0.282673386738486,0.135,0.227,1
"FOXJ2",0.00107819623681323,-0.919735672098249,0.022,0.067,1
"CELSR2",0.00108211369268919,2.88184537300632,0.017,0.002,1
"TRIM17",0.00108211369268919,2.98491553780727,0.017,0.002,1
"SAMSN1",0.00108271491121756,-0.410631509158126,0.12,0.203,1
"DUSP14",0.00108378346925522,1.62584951301225,0.067,0.03,1
"PGM1",0.00108530817888833,1.03748862250029,0.165,0.109,1
"RP11-277P12.6",0.00108615967852293,2.74327661586951,0.017,0.002,1
"DGUOK",0.00108619429810735,0.632056532425921,0.419,0.398,1
"LNPEP",0.00109006536996373,0.938312559633638,0.334,0.296,1
"EML2",0.00109165689527102,1.04517996643508,0.172,0.116,1
"OCLN",0.00109294288504942,3.46760763729621,0.022,0.004,1
"RP11-689B22.2",0.00109621460652141,-2.83259208119819,0.007,0.041,1
"PRR11",0.00110750067369465,-2.42122865977948,0.007,0.041,1
