"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"KIAA0100",1.88058721376766e-11,1.61234902864413,0.166,0.054,6.33645055806876e-07
"PTGES3",1.93113887210868e-11,-0.783183092431839,0.506,0.615,6.506779315683e-07
"S1PR4",2.0121700470081e-11,-1.12648312095746,0.28,0.446,6.77980575638909e-07
"FAH",2.01584366316702e-11,2.47498303231203,0.098,0.019,6.79218363867496e-07
"ALOX5",2.0180595905862e-11,0.99670579841234,0.34,0.173,6.79964998452115e-07
"RPS11",2.03229373020903e-11,-0.304308907886066,0.985,0.992,6.84761049456631e-07
"CDC25B",2.03303649119738e-11,-2.20863183747916,0.078,0.224,6.85011315344044e-07
"RBBP7",2.10325812868229e-11,-1.60359705085896,0.121,0.279,7.0867179387821e-07
"DDT",2.16233427272533e-11,0.712151912375935,0.599,0.408,7.28576909852071e-07
"PTPRC",2.20204960046245e-11,-0.462473120013611,0.882,0.897,7.41958592379819e-07
"ANKRD28",2.36593455503236e-11,1.23264285131352,0.171,0.056,7.97177988972603e-07
"CMC1",2.39404758884684e-11,-2.90300762159869,0.156,0.303,8.06650394586054e-07
"CTA-384D8.34",2.41080687098737e-11,3.34261373405876,0.071,0.008,8.12297267110485e-07
"SPTLC2",2.48360446354395e-11,1.2827929699178,0.227,0.092,8.368256879465e-07
"ABCA1",2.48827505585058e-11,2.95166317190612,0.088,0.015,8.38399397318295e-07
"SOX4",2.53111235877418e-11,1.6297462721239,0.27,0.128,8.52832998165372e-07
"TSC22D4",2.56225700543939e-11,-1.1598050349649,0.272,0.429,8.63326875412749e-07
"PHF1",2.57142518172221e-11,-2.22625748942894,0.068,0.209,8.6641600072948e-07
"LINC00869",2.60214572168079e-11,-2.1115571583651,0.093,0.239,8.76766979463125e-07
"ZEB2-AS1",2.60289798448617e-11,2.42436628803397,0.106,0.023,8.77020446892771e-07
"HSPA1A",2.60769200728244e-11,1.36719336684111,0.234,0.1,8.78635744933745e-07
"KIF9",2.68728686192933e-11,2.79165501033224,0.086,0.014,9.05454435258469e-07
"TRPM4",2.73336252649923e-11,5.60378970193204,0.048,0.001,9.20979169678649e-07
"ADRBK2",2.76948292969491e-11,1.38176514449823,0.214,0.086,9.33149578331403e-07
"MPZL2",2.78695427607473e-11,5.30010728638709,0.048,0.001,9.39036373780619e-07
"HES4",2.86196394056238e-11,-3.38159691613235,0.03,0.157,9.64310130133088e-07
"RPL8",2.88166345935258e-11,-0.225244083056271,1,1,9.70947685994259e-07
"TPM4",2.90705581335176e-11,0.751613138770213,0.428,0.239,9.79503385750741e-07
"ITM2A",2.99394832842124e-11,-3.71489437450537,0.028,0.151,1.00878094977825e-06
"ANP32A",3.08044886933318e-11,0.798792368638568,0.521,0.338,1.03792644203312e-06
"USP15",3.09258861987069e-11,0.77862297615133,0.484,0.298,1.04201680957923e-06
"PPP1R9B",3.24815482081024e-11,1.50615907099483,0.247,0.111,1.0944332853238e-06
"FUCA2",3.28574371800687e-11,1.5908533227014,0.189,0.07,1.10709848834523e-06
"PLPPR2",3.34073152522526e-11,2.49499725113497,0.113,0.027,1.1256260801094e-06
"RAB13",3.37985373534605e-11,2.65812861004755,0.073,0.009,1.1388079175875e-06
"CDC42SE2",3.42788644245732e-11,-1.28662159359784,0.277,0.42,1.15499205792157e-06
"VIPR1",3.45348847395966e-11,2.75767465540793,0.081,0.012,1.16361840641597e-06
"SLC22A15",3.52526918390965e-11,4.26577659814705,0.058,0.004,1.18780419882652e-06
"WAS",3.54187803655441e-11,0.649210245018977,0.607,0.415,1.19340038563664e-06
"EIF1AY",3.55778510596995e-11,-1.40586259877245,0.131,0.297,1.19876011360551e-06
"C8orf59",3.56155178770914e-11,0.807241476125692,0.511,0.329,1.20002925935072e-06
"CHST2",3.57205636486618e-11,-2.77176672594379,0.045,0.177,1.20356867157801e-06
"EIF3E",3.57697513855054e-11,-0.551638184662626,0.771,0.842,1.20522600318322e-06
"NOSIP",3.59275613343685e-11,-1.1336562510723,0.358,0.493,1.21054325160021e-06
"RAP1B",3.62385536347069e-11,-1.05641265381842,0.418,0.54,1.22102182616781e-06
"TLE3",3.66284244261345e-11,1.54057444634028,0.214,0.087,1.23415813261418e-06
"LRP3",3.70591093158833e-11,3.93094792515552,0.058,0.004,1.24866962928937e-06
"MAT2A",3.78146349652509e-11,1.09542405916677,0.3,0.146,1.27412631051916e-06
